Kanji,Reading,Meaning,Japanese Example,English Example
小便,しょうべん,"(col) urine, piss",トイレで小便をする。,Urinate in the toilet.
消防署,しょうぼうしょ,fire station,火事が起きたので消防署に通報した。,I reported the fire to the fire station because it occurred.
正味,しょうみ,net (weight),商品の正味重量を調べる。,Check the net weight of the product.
正面,しょうめん,front,建物の正面に看板が掲げられている。,There is a signboard displayed in front of the building.
消耗,しょうもう,"exhaustion, consumption",長時間の作業で体力を消耗する。,Exhaust physical strength with long hours of work.
省略,しょうりゃく,"omission, abbreviation, abridgment",省略形で書かれた文章を読む。,Read a text written in an abbreviated form.
初級,しょきゅう,elementary level,初級クラスに参加する。,Join the elementary level class.
助教授,じょきょうじゅ,assistant professor,彼は大学で助教授を務めている。,He serves as an assistant professor at the university.
食塩,しょくえん,table salt,料理に適量の食塩を加える。,Add a proper amount of table salt to the dish.
職人,しょくにん,"artisan, craftsman",彼は腕のいい職人だ。,He is a skilled craftsman.
職場,しょくば,workplace,新しい職場で働く準備をする。,Prepare to work at the new workplace.
初旬,しょじゅん,first 10 days of the month,今月は初旬から忙しい。,It's been busy since the beginning of the month.
書籍,しょせき,"book, publication",たくさんの書籍を読む。,Read many books.
食器,しょっき,tableware,食器を洗う。,Wash the tableware.
ショップ,ショップ,a shop,新しいショップがオープンした。,A new shop has opened.
書店,しょてん,bookshop,近所に書店がある。,There is a bookstore in the neighborhood.
書道,しょどう,calligraphy,書道教室に通う。,Attend a calligraphy class.
初歩,しょほ,"elements, rudiments",日本語の初歩を学ぶ。,Learn the basics of Japanese.
白髪,しらが,"white or grey hair, trendy hair bleaching",彼の頭には白髪が増えている。,There is an increase in white hair on his head.
シリーズ,シリーズ,series,この本はシリーズ化されている。,This book has been serialized.
知り合い,しりあい,acquaintance,彼は多くの知り合いがいる。,He has many acquaintances.
私立,しりつ,private (establishment),私立学校に通う。,Attend a private school.
資料,しりょう,"materials, data",プレゼンテーションのために資料を集める。,Gather materials for the presentation.
汁,しる,"juice, soup",スープに砂糖を加えてみる。,Try adding sugar to the soup.
素人,しろうと,"layman, amateur, novice",彼女は歌唱コンテストで素人ながら優勝した。,She won the singing contest as an amateur.
しわ (かおの～),しわ (かおの～),"wrinkles, creases",彼女はしわのない美しい肌を持っている。,She has beautiful skin without wrinkles.
芯,しん,"core, heart, wick",芯が折れた鉛筆を捨てる。,Throw away the pencil with a broken core.
新幹線,しんかんせん,"Shinkansen, ""Bullet Train""",新幹線で東京に旅行する。,Travel to Tokyo by Shinkansen.
真空,しんくう,vacuum,真空チューブは高度な技術を要する。,Vacuum tubes require advanced technology.
人事,じんじ,"human resources, personnel management",会社の人事部で働いている。,I work in the human resources department of the company.
心身,しんしん,mind and body,心身のバランスを取ることは大切だ。,Maintaining a balance between mind and body is important.
信ずる,しんずる,to believe,友人を信ずることができる。,I can believe in my friend.
申請,しんせい,"application, request, petition",手続きのために申請書を提出した。,I submitted an application form for the procedure.
人造,じんぞう,"man-made, synthetic, artificial",人造物と自然物の違いを考える。,I think about the difference between man-made and natural objects.
寝台,しんだい,bed,寝台車で遠距離を移動する。,Travel long distances on a sleeper train.
診断,しんだん,diagnosis,医師による正確な診断が必要だ。,An accurate diagnosis by a doctor is necessary.
侵入,しんにゅう,"invasion, raid, trespass",侵入者が発見された。,An intruder was discovered.
人文科学,じんぶんかがく,"social sciences, humanities",大学で人文科学を専攻する。,I major in social sciences and humanities at university.
人命,じんめい,(human) life,自然災害で多くの人命が失われた。,Many lives were lost in the natural disaster.
深夜,しんや,late at night,深夜まで仕事をしていた。,I worked until late at night.
森林,しんりん,"forest, woods",森林浴はリフレッシュ効果がある。,Forest bathing has a refreshing effect.
親類,しんるい,relative(s) (same as 親戚 (しんせき)),親類へのクリスマスプレゼントを準備する。,Preparing Christmas gifts for relatives.
針路,しんろ,"course, direction",船の針路を修正する。,Correcting the course of the ship.
神話,しんわ,"myth, legend",国の神話について学ぶ。,Studying the myths of the country.
酢,す,vinegar,料理に酢を加える。,Add vinegar to the dish.
水産,すいさん,"marine products, fisheries",水産業が地域経済に大きく貢献している。,The fisheries industry makes a significant contribution to the local economy.
炊事,すいじ,cooking,炊事が苦手な人も多い。,Many people are not good at cooking.
水蒸気,すいじょうき,"water vapor, steam",湯気が立ち上るのは水蒸気のせいだ。,The rising steam is due to water vapor.
水素,すいそ,hydrogen,水素は無色で無臭だ。,Hydrogen is colorless and odorless.
垂直,すいちょく,"vertical, perpendicular",垂直に登る雲。,Clouds climbing vertically.
推定,すいてい,"presumption, assumption, estimation",推定時間は約1時間です。,The estimated time is about 1 hour.
水滴,すいてき,drop of water,葉っぱに水滴がついている。,Water droplets on the leaves.
水筒,すいとう,"canteen, flask, water bottle",登山用の水筒を買う。,Buy a canteen for mountain climbing.
随筆,ずいひつ,"essays, miscellaneous writings",名作随筆を読む。,Reading a masterpiece of essays.
水分,すいぶん,moisture,体に水分を補給する。,Replenish the body with water.
水平,すいへい,"level, horizontal",水平なテーブル。,A level table.
水平線,すいへいせん,horizon,海の水平線が美しい。,The horizon of the sea is beautiful.
水面,すいめん,water's surface,船が水面を滑る。,The ship glides on the water's surface.
水曜,すいよう,Wednesday,水曜日に面白い番組がある。,There is an interesting program on Wednesday.
図々しい,ずうずうしい,"impudent, shameless",彼は図々しい性格だ。,He has an impudent personality.
ずうっと,ずうっと,"all the time, all the way",ずうっと一緒にいたい。,I want to be together all the time.
末っ子,すえっこ,youngest child,家族の中で末っ子だ。,I am the youngest in the family.
スカーフ,スカーフ,scarf,寒い日にスカーフを巻く。,Wear a scarf on a cold day.
図鑑,ずかん,picture book,子供向けの図鑑がたくさんある。,There are many picture books for children.
隙,すき,"unguarded moment, chance",隙を見逃すな。,Don't miss the chance.
杉,すぎ,Japanese cedar,庭に杉の木が植えてある。,There is a Japanese cedar tree planted in the garden.
好き嫌い,すききらい,"likes and dislikes, taste",好き嫌いが激しい。,Having strong likes and dislikes.
好き好き,すきずき,matter of taste,好き好きな色を選ぶ。,Choosing colors based on personal preference.
透き通る,すきとおる,to be(come) transparent,窓ガラスが透き通っている。,The window glass is transparent.
隙間,すきま,"crack, gap, opening",壁に小さな隙間がある。,There is a small gap in the wall.
スクール,スクール,school,日本のスクールは厳しい。,Japanese schools are strict.
少なくとも,すくなくとも,at least,少なくとも三つ必要です。,At least three are needed.
図形,ずけい,figure,数学の授業で図形を学ぶ。,Learn figures in math class.
鈴,すず,bell,風鈴が風に揺れている。,The wind chime is swaying in the wind.
涼む,すずむ,"to cool oneself, to cool off",川で涼んでいる。,Cooling off by the river.
スタート,スタート,start,大会のスタートが切られた。,The tournament has started.
スチュワーデス,スチュワーデス,stewardess,飛行機のスチュワーデスが親切だ。,The flight attendant is kind.
すっきり,すっきり,"shapely, clear, neat",部屋がすっきり片付いている。,The room is neatly arranged.
ステージ,ステージ,stage; performance,演奏家がステージに上がる。,The musician goes on stage.
ストッキング,ストッキング,stockings,洗濯したストッキング。,Cleaned stockings.
ストップ,ストップ,stop,信号が赤に変わり、車がストップした。,"The traffic light turned red, and the car stopped."
素直,すなお,"obedient, meek, docile",素直な態度を示す。,Show an obedient attitude.
頭脳,ずのう,"head, brains, intellect",頭脳明晰な人。,A person with a sharp mind.
スピーカー,スピーカー,speaker,会議でスピーカーを使う。,Using a speaker in a meeting.
図表,ずひょう,"chart, diagram, graph",図表でデータを示す。,Presenting data in a chart.
スマート,スマート,"smart, stylish, slim",スマートなスーツを着る。,Wearing a stylish suit.
住まい,すまい,"dwelling, house",新しい住まいを探している。,Looking for a new dwelling.
すまない,すまない,sorry (phrase),すまない、迷惑をかけてしまった。,"Sorry, I caused trouble."
相撲,すもう,sumo wrestling,相撲の試合を見る。,Watching a sumo wrestling match.
スライド,スライド,slide,プレゼンでスライドを使う。,Using slides in a presentation.
ずらす,ずらす,"to put off, to delay",予定をずらしても大丈夫ですか。,Is it okay to delay the schedule?
ずらり,ずらり,"in a line, in a row",ずらりと並んでいる。,Lined up in a row.
スリッパ,スリッパ,slippers,家でスリッパをはく。,Wearing slippers at home.
する,する,to print,新聞をする。,To print a newspaper.
狡い,ずるい,"sly, cunning",狡い狐が鶏を盗んだ。,The cunning fox stole the chicken.
寸法,すんぽう,"measurement, size, dimension",家具の寸法を測る。,Measuring the dimensions of furniture.
姓,せい,"surname, family name",姓を教えてください。,Please tell me your surname.
税関,ぜいかん,customs,空港の税関で荷物を検査する。,Inspecting luggage at the airport customs.
製作,せいさく,"manufacture, production",映画の製作をする。,To produce a movie.
制作,せいさく,"work (e.g., film, book)",小説の制作に取りかかる。,Starting the production of a novel.
性質,せいしつ,"nature, property, disposition",性質の違う二つの物。,Two things with different natures.
清書,せいしょ,clean copy,レポートの清書をする。,To make a clean copy of the report.
青少年,せいしょうねん,"youth, young person",青少年向けのイベント。,An event for young people.
整数,せいすう,integer,整数の計算問題。,Integer calculation problems.
清掃,せいそう,cleaning,清掃員が部屋を掃除する。,The janitor is cleaning the room.
生存,せいぞん,"existence, being, survival",生存競争に勝つ。,Winning the struggle for survival.
生長,せいちょう,growth (of a plant),植物の生長を観察する。,Observing the growth of plants.
政党,せいとう,(member of) political party,政党の代表者選挙。,Election of party representatives in a political party.
生年月日,せいねんがっぴ,date of birth,彼の生年月日は9月15日です。,His date of birth is September 15th.
性能,せいのう,"ability, capability",その車の性能はとても優れています。,The performance of that car is very excellent.
整備,せいび,"maintenance, overhaul",車の整備を行う必要があります。,Maintenance needs to be performed on the car.
成分,せいぶん,"ingredient, component, composition",この製品には様々な成分が含まれています。,This product contains various ingredients.
性別,せいべつ,"sex, gender",公共の書類では性別を記入する必要があります。,Gender needs to be indicated on public documents.
正方形,せいほうけい,square,その庭には綺麗な正方形の花壇があります。,There is a beautiful square flower bed in that garden.
正門,せいもん,"main gate, main entrance",城の正門から中に入ってください。,Please enter through the main gate of the castle.
成立,せいりつ,"formation, establishment, completion",協定は円満に成立しました。,The agreement was successfully established.
西暦,せいれき,"Christian Era, after (Christ’s) death (A.D.)",西暦2022年になりました。,It is now the year 2022 in the Christian Era.
背負う,せおう,to be burdened with; to carry on (one's) back or shoulder(s),彼は重い荷物を背負っています。,He is carrying a heavy load on his back.
赤道,せきどう,equator,赤道には熱帯雨林が広がっています。,Tropical rainforests stretch along the equator.
折角,せっかく,"with trouble, at great pains, long-awaited",折角の機会なので、楽しんでください。,"Since it's a long-awaited opportunity, please enjoy it."
接近,せっきん,"getting closer, drawing nearer, approaching",台風が接近していますので、注意してください。,"A typhoon is approaching, so please be cautious."
接する,せっする,to attend to (someone); to associate with,彼は良い人と接することができました。,He was able to associate with good people.
せっせと,せっせと,"busily, away",せっせと働くことが大切です。,It is important to work diligently.
接続,せつぞく,"connection, union, join, link; changing trains",このアプリはインターネットに接続されています。,This app is connected to the internet.
瀬戸物,せともの,"earthenware, crockery, china",日本の瀬戸物は美しいデザインが多いです。,Japanese earthenware often features beautiful designs.
ぜひとも,ぜひとも,by all means (with sense of not taking 'no' for an answer),ぜひともご参加ください。,Please do participate by all means.
迫る,せまる,"to draw near, to press",試験日が迫ってきています。,The exam date is approaching.
ゼミ,ゼミ,seminar,今週のゼミは特に興味深かった。,This week's seminar was particularly interesting.
せめて,せめて,at least,せめて一度休暇を取るべきだと思う。,I think you should take a vacation at least once.
攻める,せめる,"to attack, to assault, to assail",彼らは新しい市場に攻めています。,They are attacking a new market.
セメント,セメント,cement,建築用のセメントを買いに行きました。,I went to buy cement for construction.
台詞,せりふ,"speech, words, one's lines, remarks",その役のセリフを暗記するのが難しい。,It's difficult to memorize the lines of that role.
栓,せん,"stopper, cork, stopcock",薬品を栓で閉めて保管してください。,Please close the medication with a stopper for storage.
前～,ぜん～,"former, late ~, past ~",前夜、大切な書類を忘れてしまいました。,"The night before, I forgot important documents."
前後,ぜんご,"front and back, before and after",授業の前後に質問ができますか？,Can questions be asked before and after the class?
洗剤,せんざい,"detergent, cleanser, cleaning agent, washing material",この洗剤は頑固なシミにも効きます。,This detergent is effective even on stubborn stains.
全集,ぜんしゅう,complete works,その作家の全集を揃えたいです。,I want to collect the complete works of that author.
全身,ぜんしん,"whole (body), full-length (e.g., portrait) systemic",フルートを演奏する時、全身を使いましょう。,"When playing the flute, use your whole body."
扇子,せんす,folding fan,暑い日には扇子がとても便利です。,A folding fan is very handy on hot days.
専制,せんせい,"despotism, autocracy",その国では専制政治が続いています。,Autocratic rule continues in that country.
先々月,せんせんげつ,month before last,先々月の旅行はとても楽しかった。,The trip two months ago was very enjoyable.
先々週,せんせんしゅう,2 weeks before,彼と先々週会った時は、とても元気だった。,"When I met him two weeks ago, he was very energetic."
先祖,せんぞ,ancestor,私たちの先祖はこの地域に住んでいました。,Our ancestors lived in this area.
先端,せんたん,"pointed end, tip",最先端の技術を駆使して、新しい製品を開発しています。,We are developing new products using cutting-edge technology.
センチ,センチ,centimeter,そのボードは3センチ幅だ。,The board is 3 centimeters wide.
宣伝,せんでん,"publicity, advertisement, advertising, propaganda",その商品の宣伝はテレビCMで行われました。,The product was advertised through a TV commercial.
先頭,せんとう,"head, lead, vanguard",彼は決断力に富んだリーダーとして先頭に立っている。,He is leading the front as a decisive leader.
全般,ぜんぱん,"(the) whole, general",この書籍はその問題全般にわたって説明しています。,This book explains the issues in general.
扇風機,せんぷうき,electric fan,この部屋には扇風機が必要です。,This room needs an electric fan.
洗面,せんめん,"wash up (one's face), have a wash",朝、洗面をしっかりとします。,I wash up properly in the morning.
全力,ぜんりょく,"all one's power, whole energy",試験に合格するために全力を尽くす。,I will give my all to pass the exam.
線路,せんろ,"line, track, roadbed",電車が線路を走っている。,The train is running on the tracks.
総～,そう～,"gross, general, entire",総合的なアプローチを取る。,Take a comprehensive approach.
相違,そうい,"difference, discrepancy, variation",意見に相違がある。,There is a difference in opinions.
そういえば,そういえば,which reminds me ..,そういえば、昨日映画を見た。,"Come to think of it, I watched a movie yesterday."
雑巾,ぞうきん,"house-cloth, dust cloth",台所で雑巾を使って掃除する。,I use a house-cloth for cleaning in the kitchen.
増減,ぞうげん,"increase and decrease, fluctuation",経済の増減が激しい。,The fluctuations in the economy are intense.
倉庫,そうこ,"storehouse, warehouse",製品を倉庫に保管する。,Store products in the warehouse.
相互,そうご,"mutual, reciprocal",相互の協力が重要だ。,Mutual cooperation is important.
創作,そうさく,"production, creation, work",小説の創作に取り組む。,Engage in the creation of a novel.
葬式,そうしき,funeral,友人の葬式に参列する。,Attend a friend's funeral.
造船,ぞうせん,shipbuilding,この地域で造船業が盛んだ。,Shipbuilding is thriving in this area.
騒々しい,そうぞうしい,"noisy, boisterous",騒々しい音が聞こえる。,I can hear a noisy sound.
増大,ぞうだい,"increase, growth",人口の増大が課題となっている。,Population growth is a challenge.
そうっと,そうっと,"softly, cautiously, gently",静かにそうっと話す。,Whisper softly.
送別,そうべつ,"farewell, send-off",友達への送別会を開く。,Hold a farewell party for a friend.
草履,ぞうり,Japanese sandals (footwear),浴衣に草履を履く。,Wear Japanese sandals with a yukata.
総理大臣,そうりだいじん,Prime Minister,新しい総理大臣が就任した。,The new Prime Minister has taken office.
送料,そうりょう,"postage, carriage",送料が無料になった。,The postage is now free.
属する,ぞくする,"to belong to, to come under",その企業に属している。,Belong to that company.
続々,ぞくぞく,"successively, one after another",新製品が続々と出ている。,New products are coming out one after another.
速達,そくたつ,"express, special delivery",速達でお急ぎのものを送る。,Send urgent items by express delivery.
測定,そくてい,measurement,正確な測定を行う。,Conduct precise measurements.
測量,そくりょう,"measurement, surveying",土地の測量をする。,Survey the land.
速力,そくりょく,speed,車の速力をテストする。,Test the speed of the car.
素質,そしつ,"talent, capability",彼は音楽の素質がある。,He has talent for music.
祖先,そせん,ancestor(s),祖先の教えを大事にする。,Treasure the teachings of ancestors.
そそっかしい,そそっかしい,"careless, thoughtless",そそっかしい性格を直す。,Correct a careless personality.
卒直,そっちょく,"frank, candid, honest",彼の卒直な態度に感心する。,Admire his honest attitude.
率直,そっちょく,"frank, candid, straightforward, openhearted, direct, outspoken",率直な意見を述べる。,Express frank opinions.
そのころ,そのころ,"in those days, at that time, then",そのころは良い思い出だ。,Those were good memories.
そのため,そのため,"hence, for that reason",天気予報が雨なので、そのため傘を持って行こう。,"The weather forecast says it will rain, so let's bring an umbrella for that reason."
その他,そのほか,besides,その他の質問はありますか？,Do you have any other questions?
そば,そば,soba (buckwheat noodles),昼ごはんにそばを食べた。,I had soba noodles for lunch.
剃る,そる,to shave,毎朝、髭を剃る。,Shave my beard every morning.
それなのに,それなのに,"though, although",今日は忙しい日だ。それなのに、頑張る。,"Today is a busy day. Despite that, I will do my best."
それなら,それなら,"If that's the case..., If so..., That being the case...",それなら、私も参加します。,"If that's the case, I will join too."
それはいけませんね (かん),それはいけませんね (かん),that's not good,遅刻はいけませんね。,Being late is not good.
逸れる,それる,"to stray (turn) from subject, to go astray",彼の話は逸れてしまい、本題から離れた。,His story strayed and went off topic.
揃える,そろえる,"to collect, to gather, to get together, to complete (a collection) to arrange, to put in order, to prepare, to get ready to make uniform, to make even, to match",本棚に本を揃える。,To arrange books on the bookshelf.
算盤,そろばん,abacus,子供が算盤を使って計算する。,Children use the abacus for calculations.
存じる,ぞんじる,(humble) to know,その事実は存じています。,I know that fact.
存ずる,ぞんずる,(humble) to know,真実を存ずる。,To know the truth.
損得,そんとく,"loss and gain, advantage and disadvantage",損得を計算する。,To calculate the profit and loss.
第～,だい～,~th,第1、第2、第3と続く。,"Going from first, second, to third."
タイア,タイア,"tire, tyre",車のタイアを交換する。,To change the tires of a car.
だいいち (とりわけ),だいいち (とりわけ),"first, foremost,&nbsp;&nbsp;#1",None,None
大学院,だいがくいん,graduate school,彼は大学院に進学した。,He entered graduate school.
大工,だいく,carpenter,本棚を大工する。,To build a bookshelf.
体系,たいけい,"system, organization",その組織は体系的に整っている。,That organization is systematically organized.
太鼓,たいこ,"drum, tambourine",祭りで太鼓をたたく。,To beat the drum at a festival.
対策,たいさく,"counter-plan, counter-measure",感染症への対策が必要だ。,Measures against infectious diseases are necessary.
大して,たいして,"(not so) much, (not) very",その問題は大して難しくない。,That problem is not very difficult.
対照,たいしょう,"contrast, antithesis, comparison",二つの描写を対照させる。,To contrast two descriptions.
大小,だいしょう,size,箱の大小を比べる。,To compare the size of boxes.
体制,たいせい,"order, system, structure",新しい体制を築く。,To establish a new system.
体積,たいせき,"capacity, volume",立方体の体積を求める。,To calculate the volume of a cube.
大層,たいそう,"very much, greatly",彼女は大層驚いた。,She was greatly surprised.
体操,たいそう,"gymnastics, physical exercises, calisthenics",毎朝、体操をする。,To exercise every morning.
大分,だいぶん,"considerably, greatly, a lot",仕事が大分進んだ。,The work has progressed considerably.
大木,たいぼく,large tree,その公園には大木がたくさんある。,There are many large trees in that park.
題名,だいめい,"title, caption, heading",レポートの題名を書く。,To write the title of the report.
代名詞,だいめいし,pronoun,代名詞の使い方を理解する。,To understand how to use pronouns.
ダイヤグラム,ダイヤグラム,diagram,ダイヤグラムを作成する。,To create a diagram.
ダイヤモンド,ダイヤモンド,diamond,彼は彼女にダイヤモンドを贈った。,He gave her a diamond.
ダイヤル,ダイヤル,dial,電話のダイヤルを回す。,To dial the phone.
対立,たいりつ,"confrontation, opposition, antagonism",二つのグループの間に対立がある。,There is a conflict between two groups.
田植え,たうえ,rice planting,春には田植えが始まる。,Rice planting starts in spring.
絶えず,たえず,constantly,努力を絶えず続ける。,To continue efforts constantly.
楕円,だえん,ellipse,楕円を描く。,To draw an ellipse.
高める,たかめる,"to raise, to lift, to boost, to enhance",技術力を高めるために努力する。,To strive to enhance technical skills.
耕す,たがやす,"to till, to plow, to cultivate",畑を耕す。,To till the field.
滝,たき,waterfall,清流の滝は美しい。,The waterfall in the clear stream is beautiful.
蓄える,たくわえる,"to save, to store, to lay in stock",貯金を蓄える。,To save money.
竹,たけ,bamboo,竹で作った鍋。,A pot made of bamboo.
ただいま,ただいま,"Here I am, I'm home!",玄関で「ただいま」という。,To say 'I'm home' at the entrance.
但し,ただし,"but, however, provided that",その提案は良いが、費用がかかる。,"The proposal is good, but it is costly."
畳む,たたむ,"to fold (e.g., clothes, umbrella)",服を畳む。,To fold clothes.
立ち止まる,たちどまる,"to stop, to halt, to stand still",道で立ち止まる,to stop on the road
たちまち,たちまち,"instantly, suddenly, all at once",たちまち出かける,to go out suddenly
建つ,たつ,"to be erected, to be built",高い建物が建っている,tall buildings are erected
脱線,だっせん,"derailment, digression",列車が脱線した,the train derailed
妥当,だとう,"proper, appropriate",彼の意見は妥当だ,his opinion is valid
例える,たとえる,"to compare, to liken",彼を太陽に例える,to compare him to the sun
頼もしい,たのもしい,"reliable, promising",頼もしい友達がいる,I have a reliable friend
足袋,たび,"tabi, Japanese socks (with split toe)",和服に足袋を履く,to wear tabi with traditional clothing
ダブル,ダブル,double,ダブルチーズバーガーを食べる,to eat a double cheeseburger
ダム,ダム,dam,ダムが水をためる,the dam stores water
溜息,ためいき,a sigh,彼は溜息をついた,he let out a sigh
ためらう,ためらう,to be hesitant,何かをためらう,to hesitate about something
だらしない,だらしない,"slovenly, loose, a slut",だらしない服装,slovenly clothing
足る,たる,"to be sufficient, to be enough",その説明で十分足る,that explanation is sufficient
短～,たん～,short ~,短いスカート,short skirt
段階,だんかい,"gradation, grade, stage",段階的に進む,to progress in stages
短期,たんき,short term,短期滞在,short-term stay
炭鉱,たんこう,"coal mine, coal pit",石炭を採掘する炭鉱,coal mine for extracting coal
短所,たんしょ,"defect, weak point; disadvantage",彼の短所を理解する,to understand his weaknesses
たんす,たんす,chest of drawers,たんすに洋服をしまう,to put clothes in a chest of drawers
淡水,たんすい,fresh water,淡水魚を飼育する,to raise freshwater fish
断水,だんすい,water outage,断水した地域,area with water outage
単数,たんすう,singular (number),名詞の単数形,singular form of a noun
団地,だんち,housing complex,団地に住む,to live in a housing complex
断定,だんてい,"conclusion, decision",論文の断定部分,conclusive part of the paper
短編,たんぺん,"short (e.g., story, film)",短編小説を書く,to write a short story
田ぼ,たんぼ,"paddy field, farm",田ぼで稲を植える,to plant rice in a paddy field
誓う,ちかう,"to swear, to vow",永遠の愛を誓う,to vow eternal love
地下水,ちかすい,underground water,地下水を利用する,to use groundwater
近々,ちかぢか,"soon, before long",近々会いに行く,to go see them soon
近付ける,ちかづける,"to bring near, to put close, to let come near",手を近付ける,to bring the hand closer
近寄る,ちかよる,"to approach, to draw near",彼に近寄る,to approach him
力強い,ちからづよい,"powerful, strong, vigorous",力強い握手,firm handshake
ちぎる,ちぎる,"to cut up fine, to pick (fruit)",花びらをちぎる,to pluck flower petals
地質,ちしつ,geological features,地質データを分析する,to analyze geological data
知人,ちじん,"friend, acquaintance",知人の紹介で会う,to meet through a friend
地帯,ちたい,"area, zone",地震の危険地帯,earthquake-prone zone
縮む,ちぢむ,"to shrink, to be contracted",洋服が縮む,clothes shrink
縮める,ちぢめる,"to shorten, to reduce, to shrink",距離を縮める,to shorten the distance
縮れる,ちぢれる,"to be wavy, to be curled",髪の毛が縮れる,hair becomes wavy
チップ,チップ,"gratuity, tip; chip",レストランでチップを払います。,I will pay the tip at the restaurant.
地点,ちてん,"site, point on a map",地図上の地点を特定する。,Identify the point on the map.
地名,ちめい,place name,その町の地名はどこですか？,What is the place name of that town?
茶色い,ちゃいろい,brown,彼は茶色い髪を持っています。,He has brown hair.
着々,ちゃくちゃく,steadily,計画は着々と進んでいます。,The plan is steadily progressing.
中間,ちゅうかん,"middle, midway, interim",中間地点に集まりましょう。,Let's meet at the midway point.
中旬,ちゅうじゅん,second third of a month,今月の中旬に予定があります。,I have plans in the second third of this month.
抽象,ちゅうしょう,abstract,抽象的な概念を理解する。,Understand abstract concepts.
中世,ちゅうせい,"Middle Ages, medieval times",中世ヨーロッパの歴史を学ぶ。,Study the history of the Middle Ages in Europe.
中性,ちゅうせい,"neuter gender, neutral",彼は中性的な服装を好みます。,He prefers neutral clothing.
中途,ちゅうと,"in the middle, half-way",プロジェクトが中途半端に終わった。,The project ended halfway.
中年,ちゅうねん,middle-aged,彼は中年の男性です。,He is a middle-aged man.
チョーク,チョーク,chalk,黒板にチョークで書く。,Write with chalk on the blackboard.
長～,ちょう～,long ~,その橋は長い。,That bridge is long.
超過,ちょうか,"excess, being more than",制限速度を超過しないようにしてください。,Please make sure not to exceed the speed limit.
彫刻,ちょうこく,"carving, engraving, sculpture",美しい彫刻作品が展示されています。,Beautiful sculpture works are on display.
長所,ちょうしょ,"strong point, merit; advantage",長所を強調する。,Emphasize strengths and advantages.
長女,ちょうじょ,eldest daughter,彼女は家族の長女です。,She is the eldest daughter in the family.
調整,ちょうせい,"regulation, adjustment, tuning",時計の調整をする。,Adjust the time on the clock.
調節,ちょうせつ,"regulation, adjustment, control",音量を調節する。,Adjust the volume.
長短,ちょうたん,"length, long and short, +-",問題の長短を分析する。,Analyze the pros and cons of the issue.
頂点,ちょうてん,"top, summit",山頂に登る。,Climb to the mountain top.
長男,ちょうなん,eldest son,彼は家族の長男です。,He is the eldest son in the family.
長方形,ちょうほうけい,"rectangle, oblong",この部屋は長方形です。,This room is rectangular in shape.
調味料,ちょうみりょう,"condiment, seasoning",料理に適切な調味料を加える。,Add the right seasonings to the dish.
直後,ちょくご,immediately following,雨が降った直後は道が滑りやすい。,The road is slippery immediately after the rain.
直線,ちょくせん,straight line,二点を通る直線を引く。,Draw a straight line passing through two points.
直前,ちょくぜん,just before,スピーチの直前に緊張を感じる。,Feel nervous right before the speech.
直通,ちょくつう,direct connection,直通電話を使用する。,Use a direct line phone.
直流,ちょくりゅう,direct current,直流電気を使う。,Use direct current electricity.
貯蔵,ちょぞう,"storage, preservation",新聞紙で果物を貯蔵する。,Store fruits in newspaper.
直角,ちょっかく,right angle,直角を作る。,Form a right angle.
直径,ちょっけい,diameter,円の直径を計算する。,Calculate the diameter of a circle.
散らかす,ちらかす,"to scatter around, to leave untidy",部屋を散らかすな。,Don't make a mess in the room.
散らかる,ちらかる,to be in disorder,机の上が散らかっている。,The desk is messy.
塵紙,ちりがみ,"tissue paper, toilet paper",トイレットペーパーは塵紙とも呼ばれる。,Toilet paper is also called tissue paper.
追加,ついか,"addition, supplement, appendix",追加の情報が必要です。,Additional information is required.
ついで,ついで,"opportunity, occasion",ついでに買い物をしてきて。,Do some shopping while you're at it.
つうか,つうか,currency,外国へ行く際はつうかを両替する。,Exchange currency before traveling abroad.
通勤,つうきん,commuting to work,毎日バスで通勤する。,Commute to work by bus daily.
通ずる,つうずる,"to lead, to run, to open",この道は山まで通ずる。,This road leads all the way to the mountain.
通知,つうち,"notice, notification",会議の通知が届いた。,I received a notice about the meeting.
通帳,つうちょう,bankbook,銀行で通帳を更新した。,I updated my bankbook at the bank.
通訳,つうやく,"interpretation (i.e., oral translation) interpreter",国際会議で通訳を務めた。,I worked as an interpreter at the international conference.
通用,つうよう,"popular use, circulation",その方法は世界中で通用する。,That method is widely used around the world.
通路,つうろ,"passage, pathway",病院の通路は広い。,The hallway in the hospital is wide.
突き当たり,つきあたり,"end (e.g., of street)",道の突き当たりにコンビニがある。,There is a convenience store at the end of the street.
突き当たる,つきあたる,"to run into, to collide with",闇の中で壁に突き当たった。,I collided with the wall in the darkness.
月日,つきひ,"time, years, days",人生は月日の積み重ねだ。,Life is a collection of days and months.
次ぐ,つぐ,"to follow, to come after, to come next (to)",彼の成功を次ぐ者はいない。,There is no one who can follow his success.
伝わる,つたわる,"to spread (of a rumor, news, etc.), to travel, to circulate, to go around, to be passed around, to become known",速報が伝わってきた。,The breaking news has spread.
突っ込む,つっこむ,"to plunge into, to stick into",急いで部屋に突っ込んだ。,I hurriedly plunged into the room.
務める,つとめる,"to serve, to act",彼女は会社で財務部長を務めている。,She serves as the head of the finance department at the company.
努める,つとめる,"to try, to aim",全力を尽くして目標を努める。,I will try my best to achieve the goal.
